key,place,state,latitude,longitude
IN/679582,Kadancherri Edso,Kerala,10.975,76.3333
IN/679586,Kadavanad B.O,Kerala,10.975,76.3333
IN/679589,Biyyam Edso,Kerala,10.975,76.3333
IN/679591,Othalur West B.O,Kerala,10.975,76.3333
IN/679592,Naduvattom Edso,Kerala,10.975,76.3333
IN/680004,West Fort B.O,Kerala,10.4267,76.2167
IN/680007,Vadukara B.O,Kerala,10.4267,76.2167
IN/680101,Guruvayur,Kerala,10.6,76.05
IN/680103,Iringapuram B.O,Kerala,10.6,76.05
IN/680104,Thaikkad,Kerala,10.6,76.05
IN/680121,Irinjalakuda,Kerala,10.3333,76.2333
IN/680122,Edathirinji,Kerala,10.3333,76.2333
IN/680125,Irinjalakuda North,Kerala,10.3333,76.2333
IN/680301,Nandikkara B.O,Kerala,10.3833,76.2917
IN/680302,Alagappa Nagar,Kerala,10.3833,76.2917
IN/680306,Ollur,Kerala,10.4667,76.2333
IN/680307,Chalakudi,Kerala,10.3,76.35
IN/680308,Nalukettu B.O,Kerala,10.3833,76.2917
IN/680312,Inchakundu B.O,Kerala,10.3833,76.2917
IN/680319,Nandipulam Edso,Kerala,10.3833,76.2917
IN/680501,Thalakottukara B.O,Kerala,10.4333,76.2167
IN/680503,Akathiyoor Edso,Kerala,10.4333,76.2167
IN/680506,Blangad B.O,Kerala,10.4333,76.2167
IN/680512,Madu B.O,Kerala,10.4333,76.2167
IN/680514,Kadappuram,Kerala,10.4333,76.2167
IN/680518,Agalad,Kerala,10.4333,76.2167
IN/680519,Akkikavu B.O,Kerala,10.4333,76.2167
IN/680522,Chakkumkandam B.O,Kerala,10.4333,76.2167
IN/680524,Padoor Chavakkad,Kerala,10.4333,76.2167
IN/680543,Kadavallur,Kerala,10.4333,76.2167
IN/680554,Adat,Kerala,10.4333,76.2167
IN/680562,Urakam,Kerala,10.4333,76.2167
IN/680569,Edasseri B.O,Kerala,10.4333,76.2167
IN/680570,Vadakkumuri,Kerala,10.4333,76.2167
IN/680582,Vadakancherry(Tcr),Kerala,10.4333,76.2167
IN/680585,Tali B.O,Kerala,10.4333,76.2167
IN/680587,Vadakethara B.O,Kerala,10.4333,76.2167
IN/680602,Nambazhikad B.O,Kerala,10.4267,76.2167
IN/680614,Naduvilkara B.O,Kerala,10.4267,76.2167
IN/680623,Vadakancherry R.S,Kerala,10.4267,76.2167
IN/680631,Ramavarmapuram,Kerala,10.4267,76.2167
IN/680651,Madakkathara B.O,Kerala,10.4267,76.2167
IN/680655,Ollukara,Kerala,10.4267,76.2167
IN/680661,Nadavaramba,Kerala,10.4267,76.2167
IN/680666,Madavana B.O,Kerala,10.4267,76.2167
IN/680668,Santhipuram B.O,Kerala,10.4267,76.2167
IN/680671,Padinjare Vemballur B.O,Kerala,10.4267,76.2167
IN/680681,Chalingad B.O,Kerala,10.4267,76.2167
IN/680686,Chakkarapadam B.O,Kerala,10.4267,76.2167
IN/680687,Chamakkala B.O,Kerala,10.4267,76.2167
IN/680695,Padiyam B.O,Kerala,10.4267,76.2167
IN/680699,Pady,Kerala,10.4267,76.2167
IN/680703,Edathuruthi,Kerala,10.4267,76.2167
IN/680712,Madayikkonam,Kerala,10.4267,76.2167
IN/680721,Chattikulam B.O,Kerala,10.4267,76.2167
IN/680724,Malakkappara,Kerala,10.4267,76.2167
IN/680732,Mala Thrisur,Kerala,10.4267,76.2167
IN/680733,Madathumpady B.O,Kerala,10.4267,76.2167
IN/680734,Iranikulam B.O,Kerala,10.4267,76.2167
IN/680736,Vadama Edso,Kerala,10.4267,76.2167
IN/680751,Nadathara,Kerala,10.4267,76.2167
IN/682008,Sotuh Chellanam B.O,Kerala,10.0333,76.3
IN/682011,Banerji Road,Kerala,10.0333,76.3
IN/682012,Pachalam,Kerala,10.0333,76.3
IN/682014,Tatapuram,Kerala,10.0333,76.3
IN/682020,Kadavanthara,Kerala,10.0333,76.3
IN/682021,Bharatha Matha College,Kerala,10.0333,76.3
IN/682023,Vaduthala,Kerala,10.0333,76.3
IN/682024,Edapally,Kerala,10.0333,76.3
IN/682027,Kadamakudi B.O,Kerala,10.0333,76.3
IN/682031,Shanmughom Road,Kerala,10.0333,76.3
IN/682307,Udayamperoor,Kerala,10.0333,76.3
IN/682308,Vadayampadi B.O,Kerala,10.0333,76.3
IN/682309,Irmpanam,Kerala,10.0333,76.3
IN/682310,Vadavucode,Kerala,10.0333,76.3
IN/682311,Kadackanad B.O,Kerala,10.0333,76.3
IN/682314,Paingarapally B.O,Kerala,10.0333,76.3
IN/682320,South Paravoor Edso,Kerala,10.0333,76.3
IN/682502,Edavanakad,Kerala,10.0333,76.3
IN/682508,Ochanathuruthu,Kerala,10.0333,76.3
IN/682552,Kadamat,Kerala,10.0333,76.3
IN/682553,Agathi,Kerala,10.0333,76.3
IN/682555,Bitra B.O,Kerala,10.0333,76.3
IN/682556,Kadarmath (Lak),Lakshadweep,10.0333,76.3
IN/682557,Kalpenthi (Lak),Lakshadweep,10.0333,76.3
IN/682558,Kiltan (Lak),Lakshadweep,10.0333,76.3
IN/682559,Minicoy (Lak),Lakshadweep,10.0333,76.3
IN/683102,Union Christian College,Kerala,10.2762,76.2548
IN/683103,Desom B.O,Kerala,10.2762,76.2548
IN/683104,Rajagiri Edso,Kerala,10.2762,76.2548
IN/683106,Thaikkattukara,Kerala,10.2762,76.2548
IN/683108,Uliyannur B.O,Kerala,10.2762,76.2548
IN/683501,Udyogamandal,Kerala,10.2762,76.2548
IN/683502,Binanipuram,Kerala,10.2762,76.2548
IN/683503,H M T Colony,Kerala,10.2762,76.2548
IN/683511,Alangad,Kerala,10.2762,76.2548
IN/683521,Vadakkumpuram,Kerala,10.2762,76.2548
IN/683522,Vadakkekara,Kerala,10.2762,76.2548
IN/683523,Gothuruthy Edso,Kerala,10.2762,76.2548
IN/683541,Airapuram B.O,Kerala,10.2762,76.2548
IN/683543,Rayonpuram,Kerala,10.2762,76.2548
IN/683544,Edavoor B.O,Kerala,10.2762,76.2548
IN/683545,Rayamangalam B.O,Kerala,10.2762,76.2548
IN/683548,Iringole,Kerala,10.2762,76.2548
IN/683549,Vaikara B.O,Kerala,10.2762,76.2548
IN/683550,Okkal,Kerala,10.2762,76.2548
IN/683561,Edathala,Kerala,10.2762,76.2548
IN/683564,Edathala North,Kerala,10.2762,76.2548
IN/683577,Thabore B.O,Kerala,10.2762,76.2548
IN/683578,South Advassey B.O,Kerala,10.2762,76.2548
IN/683579,Airoor B.O,Kerala,10.2762,76.2548
IN/683582,Paduvapuram B.O,Kerala,10.2762,76.2548
IN/685501,Hailey Buria B.O,Kerala,10.2762,76.2548
IN/685503,Vagamon,Kerala,10.2762,76.2548
IN/685504,Fairfield,Kerala,10.2762,76.2548
IN/685505,Upputhara,Kerala,10.2762,76.2548
IN/685509,Chakkuppallam B.O,Kerala,10.2762,76.2548
IN/685510,Uppukandam,Kerala,10.2762,76.2548
IN/685515,Kadamakuzhi B.O,Kerala,10.2762,76.2548
IN/685531,Lakshmicoil B.O,Kerala,10.2762,76.2548
IN/685533,Wallardie B.O,Kerala,10.2762,76.2548
IN/685535,Sasthanoda B.O,Kerala,10.2762,76.2548
IN/685551,Rajakandam B.O,Kerala,10.2762,76.2548
IN/685552,Balagram B.O,Kerala,10.2762,76.2548
IN/685553,Pachady B.O,Kerala,10.2762,76.2548
IN/685554,Udumbanchola,Kerala,10.2762,76.2548
IN/685561,Adimaly,Kerala,10.2762,76.2548
IN/685562,South Kathipara B.O,Kerala,10.2762,76.2548
IN/685563,Seliampara B.O,Kerala,10.2762,76.2548
IN/685565,Josegiri B.O,Kerala,10.2762,76.2548
IN/685566,N.R.City B.O,Kerala,10.2762,76.2548
IN/685582,West Kodikulam B.O,Kerala,10.2762,76.2548
IN/685584,Mailacombu B.O,Kerala,10.2762,76.2548
IN/685586,Vadakkumuri B.O,Kerala,10.2762,76.2548
IN/685588,Devarupara B.O,Kerala,10.2762,76.2548
IN/685589,Ilapilly B.O,Kerala,10.2762,76.2548
IN/685590,Adoormala B.O,Kerala,10.2762,76.2548
IN/685595,Udumbannur Edso,Kerala,10.2762,76.2548
IN/685602,Rajapuram B.O,Kerala,10.2762,76.2548
IN/685603,Idukki Painavu,Kerala,10.2762,76.2548
IN/685612,Gudarale B.O,Kerala,10.2762,76.2548
IN/685613,Devicolam,Kerala,10.2762,76.2548
IN/685614,Talliar,Kerala,10.2762,76.2548
IN/685617,Sethuparvathipuram,Kerala,10.2762,76.2548
IN/685619,Senapathy B.O,Kerala,10.2762,76.2548
IN/685620,Sahayagiri B.O,Kerala,10.2762,76.2548
IN/686008,Gandhi Nagar Kottayam,Kerala,9.7667,76.4
IN/686009,Rubber Board,Kerala,9.7667,76.4
IN/686010,Vadavathoor,Kerala,9.7667,76.4
IN/686012,Pakkil,Kerala,9.7667,76.4
IN/686014,Olassa,Kerala,9.7667,76.4
IN/686038,Devalokom Edso,Kerala,9.7667,76.4
IN/686103,Ruby Nagar B.O,Kerala,9.7667,76.4
IN/686124,Nadackal,Kerala,9.7667,76.4
IN/686141,Vaikom,Kerala,9.7667,76.4
IN/686142,Vaikom Thekkenada,Kerala,9.7667,76.4
IN/686143,Akkarapadam B.O,Kerala,9.7667,76.4
IN/686502,Lakkattoor B.O,Kerala,9.7667,76.4
IN/686510,Chathanthara B.O,Kerala,9.7667,76.4
IN/686512,Inchiyani B.O,Kerala,9.7667,76.4
IN/686513,Rajendraprasad Colony B.O,Kerala,9.7667,76.4
IN/686514,Wembly B.O,Kerala,9.7667,76.4
IN/686517,Chakompathai,Kerala,9.7667,76.4
IN/686532,Sachivothamapuram,Kerala,9.7667,76.4
IN/686534,Eara North B.O,Kerala,9.7667,76.4
IN/686538,Nalumnakkal B.O,Kerala,9.7667,76.4
IN/686539,Umbidi B.O,Kerala,9.7667,76.4
IN/686540,Champakara B.O,Kerala,9.7667,76.4
IN/686541,Edayirkkapuzha B.O,Kerala,9.7667,76.4
IN/686545,Santhipuram B.O,Kerala,9.7667,76.4
IN/686546,Madappally,Kerala,9.7667,76.4
IN/686548,Nalukody,Kerala,9.7667,76.4
IN/686550,Kadayanikad Edso,Kerala,9.7667,76.4
IN/686552,Malakunnam Esdo,Kerala,9.7667,76.4
IN/686555,Devagiri,Kerala,9.7667,76.4
IN/686564,Paduva B.O,Kerala,9.7667,76.4
IN/686571,Kadaplamattom,Kerala,9.7667,76.4
IN/686574,Chakampuzha B.O,Kerala,9.7667,76.4
IN/686576,Ramapuram Bazar,Kerala,9.7667,76.4
IN/686577,Madukkakunnu B.O,Kerala,9.7667,76.4
IN/686578,Bharanaganam,Kerala,9.7667,76.4
IN/686580,Thalanad,Kerala,9.7667,76.4
IN/686582,Adivaram,Kerala,9.7667,76.4
IN/686588,Idamattom Edso,Kerala,9.7667,76.4
IN/686591,Ramapuram Edso,Kerala,9.7667,76.4
IN/686602,Onamthuruthu B.O,Kerala,9.7667,76.4
IN/686603,Chamakala B.O,Kerala,9.7667,76.4
IN/686605,Vadayar B.O,Kerala,9.7667,76.4
IN/686612,Vadakkenirappu B.O,Kerala,9.7667,76.4
IN/686635,Kadukachira B.O,Kerala,9.7667,76.4
IN/686642,Pakalomattom,Kerala,9.7667,76.4
IN/686651,Ullanad B.O,Kerala,9.7667,76.4
IN/686653,Kadanad Meenachil,Kerala,9.7667,76.4
IN/686662,Edayar B.O,Kerala,9.7667,76.4
IN/686663,Ramangalam,Kerala,9.7667,76.4
IN/686667,Onakkoor B.O,Kerala,9.7667,76.4
IN/686668,Nagapuzha B.O,Kerala,9.7667,76.4
IN/686670,Madakkathanam B.O,Kerala,9.7667,76.4
IN/686671,Kadavoor B.O,Kerala,9.7667,76.4
IN/686673,Randar B.O,Kerala,9.7667,76.4
IN/686679,Oliyapuram Edso,Kerala,9.7667,76.4
IN/686691,Nadukani B.O,Kerala,9.7667,76.4
IN/686693,Thalacode Kgm B.O,Kerala,9.7667,76.4
IN/686694,Vadattupara B.O,Kerala,9.7667,76.4
IN/686730,Ooramana,Kerala,9.7667,76.4
IN/688003,Vadackal B.O,Kerala,10.2762,76.2548
IN/688505,Champakulam,Kerala,10.2762,76.2548
IN/688511,Chathurthiakary Edso,Kerala,10.2762,76.2548
IN/688523,Sethulekshmipuram,Kerala,10.2762,76.2548
IN/688526,Olavaipu B.O,Kerala,10.2762,76.2548
IN/688529,Kadakkarapally,Kerala,10.2762,76.2548
IN/688535,Vaduthala Jetty B.O,Kerala,10.2762,76.2548
IN/688537,Iramallur,Kerala,10.2762,76.2548
IN/688547,Chandiroor Edso,Kerala,10.2762,76.2548
IN/688554,Thaickal Edso,Kerala,10.2762,76.2548
IN/688559,Naduvathunagar Edso,Kerala,10.2762,76.2548
IN/688561,Illichira B.O,Kerala,10.2762,76.2548
IN/688562,Thakazhy,Kerala,10.2762,76.2548
IN/689113,Alamthuruthi B.O,Kerala,10.2762,76.2548
IN/689126,Ala,Kerala,10.2762,76.2548
IN/689503,Ulanad B.O,Kerala,10.2762,76.2548
IN/689510,Bhudhanoor B.O,Kerala,10.2762,76.2548
IN/689532,Edayaranmula,Kerala,10.2762,76.2548
